player_id,season,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,ppr_sh,name,position,team,rank
00-0021547,2014,69,98,821.0,12,913.0,251.0,44.0,46.28572143361985,0,23.162373647232226,2.737824628447806,2.9435031548715727,223.1,16,0.17073170731707318,0.1862885125484595,0.1302542812662169,0.4051283710143774,0.19110800744878959,0.3870967741935484,0.205607476635514,0.22857142857142856,0.15709718760122243,Antonio Gates,TE,SD,3.0
00-0021547,2015,56,85,630.0,5,696.0,239.0,33.0,22.314243226265525,0,10.957601081002897,2.012525979926312,2.133249203533857,149.0,11,0.183585313174946,0.19387186629526462,0.14192399049881235,0.4304754627986307,0.19638403990024939,0.2777777777777778,0.21153846153846154,0.21839080459770116,0.1488333066964999,Antonio Gates,TE,SD,12.0
00-0021547,2016,53,93,548.0,7,769.0,188.0,34.0,12.821653744635421,0,9.766388218897323,2.5962629893664375,2.5279264233746543,147.8,13,0.1987179487179487,0.19105590062111802,0.11612106238418778,0.4509216435738175,0.1567057477838147,0.25,0.19540229885057472,0.20297029702970298,0.1263917631565445,Antonio Gates,TE,SD,12.0
00-0022127,2014,64,90,703.0,5,831.0,229.0,48.0,39.420553918528896,0,14.821330306302023,3.110597428023678,3.3267790342910084,164.3,16,0.18907563025210083,0.1943859649122807,0.1281477336317851,0.43912221730797585,0.1753992015968064,0.13513513513513514,0.23414634146341465,0.2190082644628099,0.10637609095382385,Jason Witten,TE,DAL,9.0
00-0022127,2015,77,104,713.0,3,727.0,230.0,36.0,-2.552544341866171,0,15.39585290869259,3.27505029764093,3.08732647866337,164.3,16,0.19696969696969696,0.17937330372563534,0.13001695873374788,0.4389531884350537,0.1939080772368779,0.1875,0.2057142857142857,0.20418848167539266,0.13739985616083228,Jason Witten,TE,DAL,10.0
00-0022127,2016,69,95,673.0,3,596.0,273.0,33.0,22.518397182480502,0,20.013030179142362,3.028307218998574,2.547235304420838,152.3,15,0.20430107526881722,0.1599141400590287,0.17256637168141592,0.4343829249504488,0.18387978142076503,0.125,0.1783783783783784,0.1722488038277512,0.10855310049893087,Jason Witten,TE,DAL,11.0
00-0022127,2017,63,87,560.0,5,602.0,105.0,26.0,17.28372098795307,0,15.018944977623956,2.856391884118982,2.5094826845962777,147.0,16,0.17647058823529413,0.15267562769464874,0.07697947214076246,0.38684638450866016,0.1683704149128082,0.22727272727272727,0.16049382716049382,0.16847826086956522,0.11432215516705033,Jason Witten,TE,DAL,9.0
00-0022127,2019,63,83,529.0,4,546.0,162.0,27.0,19.241698911857018,1,19.91025385896278,2.3545168408906076,1.7885913924141652,139.9,16,0.1390284757118928,0.09727418492784608,0.08617021276595745,0.28636206151011606,0.10791513667890656,0.13333333333333333,0.11790393013100436,0.11969111969111969,0.0838940260737116,Jason Witten,TE,DAL,11.0
00-0022943,2015,74,110,825.0,6,985.0,241.0,42.0,43.24931134349788,0,14.777495712093284,2.625435199210836,3.111001127817715,190.5,16,0.16491754122938532,0.1891321044546851,0.09506903353057199,0.39868199540782606,0.1585014409221902,0.1875,0.1700404858299595,0.17204301075268819,0.11012833853624697,Ben Watson,TE,NO,7.0
00-0022943,2017,61,79,522.0,4,416.0,263.0,30.0,12.207220605075356,0,29.810456072901523,2.160798393215037,1.6909504737209957,137.2,16,0.13932980599647266,0.10827693909422176,0.17463479415670652,0.29561626027008636,0.16136012364760433,0.2,0.17857142857142858,0.18085106382978725,0.10824457593688362,Ben Watson,TE,BAL,11.0
00-0023465,2014,66,91,761.0,3,666.0,325.0,42.0,36.65592876950298,1,24.322891206774404,2.4222964719998243,2.247505902463452,160.10000000000002,16,0.14869281045751634,0.12734225621414913,0.14241893076248904,0.3249130206575938,0.15229137482489494,0.09090909090909091,0.1728395061728395,0.16304347826086957,0.09613421561445437,Heath Miller,TE,PIT,11.0
00-0024389,2014,63,106,890.0,4,946.0,408.0,35.0,-0.8408739164349828,0,14.76099658738761,3.3026398757978193,3.223127504416271,176.0,15,0.2167689161554192,0.20919946926138877,0.2632258064516129,0.4925129496422399,0.25611510791366904,0.2222222222222222,0.2348993288590604,0.23353293413173654,0.16398024783378368,Delanie Walker,TE,TEN,8.0
00-0024389,2015,94,133,1088.0,6,1164.0,384.0,52.0,31.93295637495924,1,15.75775399016486,3.962222682844163,4.0444460835263145,244.4,15,0.2587548638132296,0.2621031299256924,0.25296442687747034,0.5978147996603984,0.2992299229922992,0.2608695652173913,0.287292817679558,0.28431372549019607,0.20232793019520837,Delanie Walker,TE,TEN,2.0
00-0024389,2016,65,102,800.0,7,966.0,271.0,35.0,23.17477046428632,0,13.274256219463659,3.462273165321397,3.446094175340098,188.1,15,0.21656050955414013,0.21904761904761905,0.21610845295055822,0.5000788595693055,0.22818026240730177,0.2413793103448276,0.21084337349397592,0.2153846153846154,0.14127561136814276,Delanie Walker,TE,TEN,5.0
00-0024389,2017,74,111,807.0,3,1011.0,248.0,43.0,1.4768408769308374,0,14.121132688821888,3.7112375795150196,3.745146065932561,174.5,16,0.22379032258064516,0.23108571428571428,0.19106317411402157,0.5205540552995391,0.23777253977607543,0.21428571428571427,0.27388535031847133,0.26900584795321636,0.1495979287759546,Delanie Walker,TE,TEN,4.0
00-0025418,2014,84,123,1008.0,6,1079.0,338.0,57.0,43.090198633935074,0,15.466157760660874,3.5763239920957908,3.1084492276464317,220.8,16,0.22568807339449543,0.20278143206164254,0.23686054660126138,0.5007572557410571,0.26332288401253917,0.2608695652173913,0.2864321608040201,0.28378378378378377,0.1667018995560656,Greg Olsen,TE,CAR,5.0
00-0025418,2015,77,124,1104.0,7,1292.0,344.0,52.0,43.403840529230635,0,14.341908978549947,3.9631623602332233,4.0384223790799165,227.4,16,0.24750499001996007,0.2494208494208494,0.23025435073627845,0.5707941645666197,0.28505034856700234,0.2,0.2639593908629442,0.2543103448275862,0.15196268427313186,Greg Olsen,TE,CAR,5.0
00-0025418,2016,80,129,1073.0,3,1406.0,352.0,54.0,24.632537626032413,1,11.910001425833634,3.7414845215941765,4.075105937774052,207.3,16,0.2291296625222025,0.24619156014708457,0.23929299796057105,0.5406477419009714,0.2708228167592125,0.14285714285714285,0.27835051546391754,0.2651162790697674,0.1589626403288142,Greg Olsen,TE,CAR,3.0
00-0026201,2014,90,128,916.0,6,784.0,453.0,43.0,0.4342288259338929,2,25.982746057254204,3.3844845520357305,3.091042808978749,221.6,16,0.21018062397372742,0.17523468931604827,0.20962517353077278,0.45545868741342976,0.22701363073110284,0.2,0.22164948453608246,0.21875,0.15616631430584918,Martellus Bennett,TE,CHI,4.0
00-0026201,2016,55,73,701.0,7,386.0,416.0,31.0,38.996985706516924,0,29.92000360750361,2.180980812152848,1.460313177435237,168.1,16,0.13272727272727272,0.09056780854059127,0.18039895923677363,0.27154515592338213,0.15731597845601436,0.21875,0.15270935960591134,0.16170212765957448,0.10499425373507221,Martellus Bennett,TE,NE,10.0
00-0026281,2015,79,125,1043.0,9,1201.0,363.0,52.0,42.699113284987725,0,22.423249023297487,3.2278877589889414,3.953634969846327,237.3,16,0.20525451559934318,0.24656128105111888,0.18558282208588958,0.5051307982399099,0.25096246390760346,0.45,0.2708333333333333,0.28773584905660377,0.1831385926188896,Gary Barnidge,TE,CLV,4.0
00-0027061,2017,54,86,688.0,2,769.0,241.0,35.0,28.480785765326853,0,15.610744408359619,2.6105208047883623,2.6090540948169756,132.8,16,0.15412186379928317,0.16519871106337272,0.14294187425860025,0.36334176454962297,0.1829300717894177,0.08695652173913043,0.19662921348314608,0.18407960199004975,0.10255301403926051,Jared Cook,TE,OAK,12.0
00-0027061,2018,68,101,896.0,6,840.0,343.0,46.0,27.629262227806272,0,22.841578921815255,2.9396613513018437,3.424254613808082,193.6,16,0.18165467625899281,0.22192866578599735,0.17192982456140352,0.4500249470172871,0.22085284693122997,0.3157894736842105,0.233502538071066,0.24074074074074073,0.14680234762431946,Jared Cook,TE,OAK,5.0
00-0027061,2019,43,65,705.0,9,672.0,254.0,32.0,36.44188514191932,0,16.5246935165399,1.891615598491889,2.9188336723355155,167.5,14,0.13,0.20817843866171004,0.1343204653622422,0.36154275092936805,0.18665607625099284,0.2903225806451613,0.16326530612244897,0.18061674008810572,0.12026307098034147,Jared Cook,TE,NO,7.0
00-0027656,2014,82,131,1124.0,12,1279.0,458.0,60.0,60.347030708375584,0,14.56778812052823,3.4980150855362897,4.124859898290577,266.4,15,0.22743055555555555,0.27980748195143296,0.2389149713093375,0.5649918188944797,0.2727493326862412,0.35294117647058826,0.27149321266968324,0.2823529411764706,0.17434098583806706,Rob Gronkowski,TE,NE,1.0
00-0027656,2015,72,120,1176.0,11,1204.0,554.0,52.0,65.08823957095115,0,16.798165332914348,3.1461831443757373,4.377154351044823,255.6,15,0.2097902097902098,0.2758936755270394,0.24128919860627177,0.5354002551069462,0.26344086021505375,0.3333333333333333,0.24644549763033174,0.2581967213114754,0.168261951469988,Rob Gronkowski,TE,NE,1.0
00-0027656,2017,69,105,1084.0,8,1213.0,345.0,57.0,73.52999508664628,1,12.41079328698062,3.0343676551248855,3.914356909460936,227.4,13,0.22629310344827586,0.2794930875576037,0.21739130434782608,0.5630341252184968,0.2788065843621399,0.2857142857142857,0.29081632653061223,0.29017857142857145,0.16445845869011802,Rob Gronkowski,TE,NE,2.0
00-0027656,2018,47,72,682.0,3,893.0,182.0,34.0,30.96066309779873,0,10.542479131665011,2.0860962546938158,3.3320726510053396,131.20000000000002,13,0.1568627450980392,0.2453970871118439,0.10630841121495327,0.43161178733653394,0.19320113314447593,0.12,0.20481927710843373,0.193717277486911,0.10219660383237265,Rob Gronkowski,TE,NE,11.0
00-0027656,2020,45,77,623.0,7,845.0,246.0,29.0,23.113898554164344,0,11.746105012037015,2.0629217913821267,2.508284394357117,149.3,16,0.12300319488817892,0.1499024303707646,0.13015873015873017,0.3044267366288801,0.13044388609715243,0.16666666666666666,0.12184873949579832,0.12857142857142856,0.08707874998541884,Rob Gronkowski,TE,TB,8.0
00-0027656,2021,55,89,802.0,6,897.0,350.0,34.0,32.71432576561756,0,10.695568049189053,2.0459785913049275,2.706328009368333,171.2,12,0.16824196597353497,0.21235795454545456,0.19167579408543264,0.4222493125966661,0.20464404184741006,0.2,0.17258883248730963,0.1762114537444934,0.1253239242785822,Rob Gronkowski,TE,TB,7.0
00-0027696,2014,85,124,889.0,10,1039.0,294.0,54.0,22.102993379565085,0,13.239455814443405,3.0274031264195878,3.308294027476972,229.9,15,0.1962025316455696,0.2152921674264401,0.14107485604606526,0.46653753140950655,0.1893503727369542,0.35714285714285715,0.22040816326530613,0.23443223443223443,0.1455247499683504,Jimmy Graham,TE,NOS,2.0
00-0027696,2016,65,95,923.0,6,884.0,325.0,45.0,37.28118448221566,0,20.30818541722912,2.870670263643834,3.080966517845773,189.3,16,0.1675485008818342,0.18230563002680966,0.1770152505446623,0.39716725534419905,0.20872908186341022,0.2608695652173913,0.22167487684729065,0.22566371681415928,0.13310551406994894,Jimmy Graham,TE,NOS,4.0
00-0027696,2017,57,96,520.0,10,728.0,211.0,32.0,0.623209089237454,1,12.32872628738286,2.8654783823518053,2.2559112407873148,171.0,16,0.17297297297297298,0.13409467673604716,0.13113735239279056,0.3667352008482972,0.13068610203568737,0.29411764705882354,0.17486338797814208,0.1935483870967742,0.12179834183310065,Jimmy Graham,TE,NOS,6.0
00-0027696,2018,55,89,636.0,2,847.0,261.0,32.0,13.99161916268204,0,11.784522438698604,2.2294235810909053,2.551499829176486,130.6,16,0.1390625,0.1494617963649197,0.1187983614019117,0.3281631870919358,0.1373946856772521,0.08,0.15384615384615385,0.1459227467811159,0.0849839922954788,Jimmy Graham,TE,NOS,12.0
00-0027696,2020,50,76,456.0,8,519.0,198.0,32.0,7.9265414726203804,0,41.710484283705384,1.9927601209730468,1.7066312081030073,143.6,16,0.1237785016286645,0.10657084188911704,0.11531741409435062,0.2709244259542904,0.11617834394904458,0.3076923076923077,0.14678899082568808,0.16393442622950818,0.10125511211394725,Jimmy Graham,TE,NOS,12.0
00-0027714,2016,86,121,729.0,2,745.0,295.0,37.0,-16.206423660039597,0,17.7725238295364,2.817959842171415,2.439104846883881,168.9,16,0.17820324005891017,0.14775882586275288,0.14114832535885166,0.38551192077856755,0.1678563205157725,0.1,0.18048780487804877,0.17333333333333334,0.11767410751609399,Dennis Pitta,TE,BAL,8.0
00-0027981,2016,83,132,840.0,7,856.0,359.0,50.0,31.476101984428567,0,20.318538172732374,3.639428447874691,3.614200840866951,209.0,16,0.22448979591836735,0.22096024780588538,0.1768472906403941,0.5135028921222593,0.20393299344501092,0.35,0.23923444976076555,0.24890829694323144,0.15354550530429925,Kyle Rudolph,TE,MIN,2.0
00-0027981,2017,57,81,532.0,8,600.0,224.0,32.0,17.34705497229303,0,14.17755296665333,2.4432149734642983,2.496814274269245,158.2,16,0.15370018975332067,0.14977533699450823,0.11318847902981304,0.3503705542255876,0.13540341053703234,0.32,0.16326530612244897,0.18099547511312217,0.11134885554210422,Kyle Rudolph,TE,MIN,8.0
00-0027981,2018,64,82,634.0,4,521.0,249.0,32.0,26.10858808498672,0,23.993718191148044,2.2827393987532236,1.8930918579304936,151.4,16,0.1353135313531353,0.11851683348498634,0.12788906009244994,0.29778376381769206,0.14751046998604,0.13333333333333333,0.14678899082568808,0.14516129032258066,0.10079759257533188,Kyle Rudolph,TE,MIN,7.0
00-0028067,2014,43,62,489.0,12,420.0,162.0,30.0,29.851240578057684,0,20.801852538009253,1.6960285515156737,1.439538715211851,163.9,12,0.12943632567849686,0.10689742937134131,0.10391276459268763,0.27967243201481834,0.12674961119751166,0.36363636363636365,0.16216216216216217,0.1926605504587156,0.12410837333979496,Julius Thomas,TE,DEN,10.0
00-0029697,2014,51,92,774.0,8,976.0,295.0,40.0,27.72673769857189,0,12.814751852664845,2.314484745412017,2.8148215907029677,176.4,16,0.13918305597579425,0.16813092161929372,0.12337933918862401,0.3432793212591263,0.152903990517582,0.19047619047619047,0.1593625498007968,0.16382252559726962,0.10413960847285522,Coby Fleener,TE,IND,7.0
00-0030061,2014,58,89,702.0,3,924.0,225.0,42.0,24.4622641904761,0,11.055324804465336,2.2385033665802805,2.718985532207482,144.2,16,0.143317230273752,0.16544315129811996,0.10693916349809886,0.34733036644912396,0.15324165029469547,0.1111111111111111,0.1926605504587156,0.1836734693877551,0.09228563748768032,Zach Ertz,TE,WAS,12.0
00-0030061,2015,75,112,853.0,2,948.0,298.0,39.0,6.4603896710811055,0,13.59376380701805,2.7316875763811637,3.572795833114822,170.3,15,0.18791946308724833,0.23471156226788809,0.13688562241616903,0.469648444445183,0.20593915982617092,0.09523809523809523,0.21195652173913043,0.2,0.1223964696919605,Zach Ertz,TE,WAS,9.0
00-0030061,2016,78,106,816.0,4,852.0,263.0,42.0,26.21698745034977,0,14.259580074337439,2.58081308179664,2.9184635863797594,183.60000000000002,14,0.1948529411764706,0.2072992700729927,0.1796448087431694,0.4581188278231001,0.2467493196250378,0.3076923076923077,0.2485207100591716,0.25274725274725274,0.16080155546602676,Zach Ertz,TE,WAS,6.0
00-0030061,2017,74,110,824.0,8,862.0,243.0,46.0,27.569929602899208,0,13.022393753150656,3.2577895981334013,2.754625397221901,202.4,14,0.2268041237113402,0.19016104125303332,0.18479087452471482,0.49233501856943696,0.24235294117647058,0.26666666666666666,0.2839506172839506,0.28125,0.15863312171800298,Zach Ertz,TE,WAS,3.0
00-0030061,2018,116,156,1163.0,8,1130.0,353.0,65.0,18.99894983774995,0,15.754429113793291,4.135486015260067,4.087881314054115,280.3,16,0.2604340567612688,0.25353376710792014,0.1646455223880597,0.5934780988282393,0.25707338638373123,0.27586206896551724,0.2927927927927928,0.2908366533864542,0.1816755894896491,Zach Ertz,TE,WAS,2.0
00-0030061,2019,88,135,916.0,6,1179.0,255.0,50.0,34.205095451943905,1,12.061143278054677,3.5628017246376844,4.217095181802327,215.6,15,0.2356020942408377,0.2554159445407279,0.1513353115727003,0.5577358969938389,0.24271330153683096,0.23076923076923078,0.24875621890547264,0.24669603524229075,0.15531350852927614,Zach Ertz,TE,WAS,4.0
00-0030061,2021,74,112,763.0,5,844.0,340.0,40.0,10.337087929338539,0,24.562123000775056,3.188029990759804,3.5519477536077386,180.70000000000002,17,0.18512396694214875,0.18578032137354172,0.1474414570685169,0.4263102075120565,0.17508031206975677,0.23809523809523808,0.19900497512437812,0.20270270270270271,0.11765701709835788,Zach Ertz,TE,WAS,5.0
00-0030181,2017,80,108,690.0,4,533.0,337.0,34.0,3.4491845686366784,0,27.427370752212553,3.5944028420404783,2.55416557866638,169.0,15,0.23841059602649006,0.16259914582062232,0.21911573472041612,0.48769521069623295,0.23695054945054944,0.3076923076923077,0.2537313432835821,0.2585034013605442,0.17299975431987552,Jack Doyle,TE,IND,7.0
00-0030470,2018,50,72,610.0,4,380.0,387.0,33.0,27.576599573075676,0,24.63735959030077,1.705451381152816,1.1946078092170116,133.0,15,0.1111111111111111,0.07684529828109202,0.14838957055214724,0.22814290529154027,0.12605910312047944,0.11764705882352941,0.14102564102564102,0.13805970149253732,0.08089729085313188,Vance McDonald,TE,PIT,10.0
00-0030472,2015,87,114,952.0,11,752.0,468.0,54.0,54.52404345573174,0,19.2570894079465,3.3630226244214874,2.6596737578366723,244.2,14,0.23799582463465555,0.19451629591308847,0.2669709070165431,0.5126067736824541,0.2454240783707141,0.39285714285714285,0.29508196721311475,0.3080568720379147,0.18100151205194343,Jordan Reed,TE,WAS,3.0
00-0030472,2016,66,89,686.0,6,644.0,264.0,41.0,30.7349786477877,0,13.110744948541111,2.292462819294557,2.0645462945862665,168.6,12,0.19017094017094016,0.16148445336008024,0.17345597897503284,0.41444397294447444,0.1785063752276867,0.3,0.22527472527472528,0.23267326732673269,0.14072046205722297,Jordan Reed,TE,WAS,9.0
00-0030506,2014,67,87,862.0,5,523.0,479.0,45.0,49.18608540005516,0,75.49066029695285,2.97736617324345,2.9754242529125094,177.2,16,0.17647058823529413,0.18046928916494134,0.2529039070749736,0.40908131368489425,0.2514585764294049,0.2631578947368421,0.24456521739130435,0.24630541871921183,0.14022093501725064,Travis Kelce,TE,KCC,6.0
00-0030506,2015,72,103,875.0,5,592.0,524.0,40.0,24.17827286379928,2,28.163970712272945,3.588720612762819,3.306689901339662,189.5,16,0.21775898520084566,0.1869276918219135,0.2710812209001552,0.4761806312587993,0.250501002004008,0.25,0.25806451612903225,0.2571428571428571,0.14583429530098044,Travis Kelce,TE,KCC,8.0
00-0030506,2016,85,117,1125.0,4,785.0,633.0,55.0,69.69800443849658,1,27.81605191734134,3.4713486334545167,3.4742538091483866,223.0,16,0.21428571428571427,0.21034297963558413,0.30653753026634384,0.4897029551370387,0.28742973939703625,0.21052631578947367,0.27918781725888325,0.27314814814814814,0.1624346255262736,Travis Kelce,TE,KCC,1.0
00-0030506,2017,83,122,1038.0,8,1186.0,406.0,55.0,52.573652614092836,0,15.022746660037477,3.6690087975204606,4.140759319249432,233.5,15,0.2406311637080868,0.3013211382113821,0.20714285714285716,0.6020036561312359,0.25680356259277587,0.3076923076923077,0.29891304347826086,0.3,0.16748196072243182,Travis Kelce,TE,KCC,1.0
00-0030506,2018,103,150,1336.0,10,1375.0,568.0,68.0,70.1805993490991,0,17.939153632945125,4.300789115853131,4.344747342876117,294.6,16,0.25728987993138935,0.2607623743599469,0.2161339421613394,0.5945447193850415,0.26063207179087006,0.2,0.28451882845188287,0.2698961937716263,0.1587164761278783,Travis Kelce,TE,KCC,1.0
00-0030506,2019,97,136,1229.0,5,1224.0,410.0,65.0,62.74013060358227,0,18.11329788338397,3.986190075617053,4.336705357518586,254.3,16,0.2361111111111111,0.24903357070193285,0.18352730528200537,0.5533935232282129,0.26204690831556504,0.16666666666666666,0.3080568720379147,0.29045643153526973,0.16181991727648745,Travis Kelce,TE,KCC,1.0
00-0030506,2020,105,145,1416.0,11,1236.0,587.0,79.0,74.16691168220132,1,18.57139225367879,3.6962681054424036,3.783368245748386,312.76,15,0.24247491638795987,0.24974742372196404,0.25813544415127526,0.5635103135595111,0.29580112805514935,0.2894736842105263,0.32644628099173556,0.32142857142857145,0.1852865555279091,Travis Kelce,TE,KCC,1.0
00-0030506,2021,92,134,1125.0,9,994.0,564.0,62.0,50.8031916963652,0,20.278108965925078,3.5411274750833424,3.6309539221990095,262.8,16,0.20775193798449612,0.21117484597408115,0.2180131426362582,0.4805677837560091,0.24043599059628126,0.2647058823529412,0.24701195219123506,0.24912280701754386,0.1589971322435052,Travis Kelce,TE,KCC,2.0
